,sold_quantity
67773,0.0
83409,5.0
53733,0.0
133463,0.0
24128,0.0
3986,0.0
95634,0.0
129361,3.3
71565,18.55
33377,0.0
106987,0.0
61548,20.0
92776,0.0
31000,17.55
49857,0.0
51337,0.25
66372,0.0
7879,1.0
28090,0.0
96529,0.0
166027,0.0
149247,0.25
167961,2.35
4380,0.65
148852,0.25
80887,0.0
61382,0.2
25277,0.0
82332,0.4
135728,0.0
15241,0.0
144856,0.0
8384,0.0
67108,0.0
46399,0.0
93207,0.0
149846,0.35
56652,0.0
119999,0.45
67095,1.0
98940,0.1
38812,0.05
82650,0.4
128434,0.0
24144,0.0
72250,0.0
50908,0.0
67995,0.0
52669,0.0
91431,0.2
81607,0.0
151313,0.0
124757,0.0
102068,0.0
123924,4.1
84549,0.0
144515,2.85
18040,0.0
118510,1.75
41111,9.3
15938,0.0
150000,0.0
127519,0.1
152367,0.5
7153,0.5
120272,2.0
121034,0.0
55351,2.35
4356,0.0
12553,0.0
31956,0.0
42162,0.85
85335,0.0
75091,4.1
6091,0.0
91120,0.4
99249,0.0
19873,0.5
161870,0.1
147549,102.85
121116,0.1
73585,0.4
4667,8.45
10031,0.0
47813,0.0
132986,1.05
54511,0.1
24731,0.25
126873,0.0
106540,0.2
54185,0.35
154330,0.0
59974,0.05
156518,0.0
29748,0.0
53919,1.95
33203,0.0
106143,0.6
80440,0.0
150451,0.4
36384,3.0
40940,0.3
92213,0.0
164524,0.0
37369,0.0
68401,0.0
139996,0.0
115410,24.5
43234,0.0
122026,0.0
14403,0.0
78592,0.0
133727,0.0
101630,0.0
105369,52.3
115100,0.0
104990,0.1
122214,1.55
93665,0.1
83220,0.0
143174,1.0
101707,40.95
50997,0.0
131876,0.0
106072,0.0
85877,0.0
8821,0.0
127878,3.0
122129,1.8
18488,1.8
30761,0.0
133464,0.0
128531,1.0
168045,0.0
95925,0.0
79364,0.8
14881,0.0
19073,2.25
127505,0.0
130517,0.0
71099,8.3
146989,0.0
152616,4.75
79623,0.0
101811,4.5
110867,0.0
117826,1.4
84123,0.0
8714,0.0
136338,0.0
69665,0.0
96628,0.0
106007,0.0
118941,0.0
120589,6.0
109028,0.0
164072,0.0
167940,0.2
15833,2.3
117131,0.0
151029,0.35
128800,1.0
61987,0.15
155443,3.1
118274,0.0
78721,0.0
47045,0.3
33316,0.0
149838,0.25
47565,0.0
81893,0.1
40347,0.3
149993,3.65
95163,4.95
39073,0.0
126924,0.0
51087,13.95
111530,0.3
22339,6.55
133057,0.0
131294,0.0
5844,0.0
140420,0.6
84979,0.3
99129,0.4
131431,0.0
116947,0.65
134934,5.45
94938,0.1
159833,1.3
45758,0.0
153881,3.35
135051,0.0
24398,0.0
44778,10.0
161572,2.2
26584,0.0
148447,0.1
68797,0.05
139201,0.05
25541,0.0
67951,0.0
44103,0.0
12242,0.0
21569,10.15
21817,0.0
123046,0.0
59480,0.0
89655,0.0
104695,0.2
111414,3.65
8173,0.9
19833,0.0
26316,0.0
128588,0.5
138053,0.0
156429,0.0
49182,0.0
60733,0.0
110758,0.15
153481,0.7
96777,0.0
62307,0.0
71883,3.75
156293,0.9
18022,0.05
77570,0.0
86735,0.0
60988,0.0
63589,0.75
28996,0.45
81666,0.0
134332,2.25
75613,0.0
111717,0.0
51977,1.5
52996,3.5
7371,0.0
40837,0.0
24295,0.25
152973,0.0
157774,5.8
74317,1.45
12955,0.0
133516,0.0
24392,19.7
32043,0.0
48849,0.6
76683,0.0
110851,0.0
130288,1.2
58728,0.0
129305,0.25
69681,0.5
126906,0.0
19340,0.0
128912,0.0
29265,0.0
25862,0.0
130171,0.0
158673,0.4
24045,0.2
50225,5.0
74482,0.75
137752,2.6
163456,0.75
88026,2.5
163347,2.5
16535,0.0
142391,1.2
32355,0.0
40566,2.95
157361,0.0
86389,0.0
127459,0.0
80012,1.5
120079,0.35
71330,0.0
5424,0.05
248,0.0
7689,0.0
118108,0.0
112282,0.0
17422,0.0
80021,0.15
101624,0.0
102845,0.0
104609,0.0
132083,0.0
155014,0.0
147130,1.0
120839,4.0
34259,0.0
66972,0.0
73694,0.7
147303,0.85
43086,0.0
133251,0.2
13182,0.0
104663,0.05
148959,0.1
16196,0.0
10578,0.0
104661,0.05
83702,0.0
118866,0.0
102792,16.9
126556,0.0
91826,3.3
66453,0.0
142772,0.0
122503,6.75
32358,0.55
157978,3.2
41735,1.95
36180,0.7
71227,2.05
133522,5.2
4697,0.0
142742,0.0
21656,0.0
52853,0.4
114621,0.0
45022,0.0
141380,0.0
131588,0.0
74276,0.0
137579,0.35
87169,2.05
101676,1.5
847,0.3
30284,0.0
22601,0.0
29578,0.0
24219,0.1
25561,0.0
77947,0.0
138481,9.7
14235,9.5
143065,8.75
81218,0.0
105107,0.0
32367,0.0
45671,0.1
70559,0.15
142597,0.0
136862,1.75
51521,2.55
119187,6.15
157031,0.1
168882,0.0
86080,1.0
56655,0.1
16129,0.0
34742,5.45
2883,0.0
107344,0.7
26594,0.2
121188,1.4
92930,0.0
31525,0.0
41015,2.0
29756,0.0
114155,0.0
20293,19.15
29468,0.0
74782,0.3
134228,0.0
96263,1.0
81938,0.2
149404,1.05
83854,0.0
146429,3.2
85685,1.3
109751,0.0
1577,5.65
156606,0.0
98102,0.0
32411,0.0
122526,1.5
110028,0.0
132230,0.0
39376,0.2
137875,14.25
4330,0.0
108857,5.65
109629,0.0
145821,0.4
51667,0.0
138651,0.35
21688,0.1
137966,1.5
141864,0.0
133886,0.3
22650,2.7
5450,11.65
96234,0.0
86440,1.15
22489,1.75
83086,0.0
92331,0.15
109822,0.0
140334,0.65
30358,0.0
122259,1.55
136718,0.0
145806,0.75
162124,0.0
99451,1.0
57041,1.0
154811,0.0
42063,0.0
958,0.7
144556,0.04
102015,1.1
56184,0.15
20997,0.0
63081,1.0
3775,4.1
81111,0.65
153120,9.1
131032,0.0
59057,0.0
118851,0.0
105641,3.45
7716,0.0
158649,0.0
85949,3.7
76117,0.0
55827,1.75
1940,0.75
166738,0.0
18095,0.0
3821,0.0
46526,0.4
77623,0.0
73096,0.05
98576,4.05
60727,0.0
139546,0.0
161524,0.0
99787,0.75
78666,0.0
117945,0.0
28814,1.0
36175,0.0
105776,0.0
107088,0.0
33440,0.0
40819,0.0
7683,1.1
121603,8.4
53087,0.0
163901,4.4
64564,6.0
74695,0.15
66491,0.0
3384,0.0
57919,1.95
121545,1.9
105303,0.3
157032,0.0
99309,0.0
2690,0.0
139984,0.0
83730,2.3
108390,1.5
143225,1.4
129587,0.75
124766,0.0
152773,0.0
9093,0.0
22681,0.0
106969,0.0
3601,0.0
145888,0.0
145123,0.0
128580,0.0
21834,0.0
160140,0.55
2449,0.1
144717,0.3
163692,0.0
164948,0.0
138181,0.0
43045,0.0
35722,0.9
23849,0.4
35617,2.25
62384,2.35
7967,0.55
35415,0.0
118014,0.0
105020,6.0
122553,0.15
42400,0.0
85176,0.0
31054,0.0
33859,1.0
17167,0.0
166528,65.25
163845,1.65
153768,0.0
33574,0.0
67094,0.0
47885,0.0
115666,7.1
35664,0.0
164015,0.0
165958,0.0
10062,0.0
73569,0.75
51313,5.35
21328,0.15
46189,58.35
169207,0.0
159234,0.0
145556,0.0
128347,0.05
122836,0.0
73323,0.0
30400,0.35
11906,0.6
26137,0.55
118852,0.6
65829,0.0
36124,0.3
21765,0.0
63160,0.0
5673,0.05
97258,0.0
86186,0.65
123444,0.0
135991,0.0
87344,0.1
115127,0.15
146200,0.05
168142,0.0
21997,4.4
53900,0.0
13183,0.85
114652,0.0
24902,0.0
152679,0.0
132938,0.9
124439,5.15
88794,0.0
71981,0.55
75496,0.1
39181,3.25
147122,0.0
123193,1.0
64903,0.75
151991,2.5
152155,12.1
141688,0.6
56562,0.0
102046,2.2
161573,0.0
86495,0.0
76591,0.0
68919,0.0
79760,0.0
142562,0.0
3449,0.0
145153,0.0
128092,0.2
105082,0.0
115488,0.05
19153,0.0
97059,0.0
115677,0.0
8273,1.45
133587,1.5
60877,0.1
95535,3.35
6503,0.0
121546,0.0
120323,0.2
131744,0.0
156585,0.0
16147,0.0
155504,0.75
110974,0.0
2805,0.0
62902,0.0
9691,0.9
119617,4.6
91553,0.0
131275,0.0
97922,0.0
121252,0.0
13084,0.0
51872,0.05
95168,6.4
70877,0.0
136375,0.75
87470,0.0
2589,0.0
158812,0.2
75198,6.95
135433,1.4
24720,0.0
118159,0.0
164059,0.0
124196,0.0
160683,1.6
140063,0.45
9741,0.0
102662,0.7
152073,0.0
116879,0.6
63989,0.0
128816,0.0
26389,0.0
99762,0.0
114644,0.0
57158,2.8
29562,0.1
16971,0.0
103162,0.75
18863,0.0
75963,4.0
78139,0.0
18315,0.0
77085,0.0
37026,0.0
8652,0.0
40242,0.8
70761,0.0
104455,0.0
9681,0.0
58724,0.0
168239,0.0
127566,0.0
132450,1.85
165301,0.0
18025,0.0
146710,0.0
93289,0.05
128340,0.15
21002,0.0
93540,0.0
32512,0.85
122679,1.5
25026,2.65
74198,0.0
125514,0.6
84844,16.0
143980,0.0
161411,0.0
10817,0.0
95094,2.05
148892,0.0
34249,0.35
1176,1.2
85058,2.7
152890,0.75
94138,0.0
164892,0.55
35820,1.1
105349,13.35
15779,0.75
22987,0.0
113534,0.0
38600,0.4
84125,0.0
126892,0.0
11777,0.0
151732,0.0
132037,0.0
121518,0.0
11959,0.0
49709,0.0
40161,0.0
34856,0.0
53978,2.0
54822,3.95
148719,1.0
94660,0.0
84828,0.5
56543,0.0
574,0.0
3364,1.25
21015,1.3
101527,8.0
24836,4.25
106074,7.35
142381,0.9
163159,0.0
32096,0.65
139675,7.0
83464,1.0
66065,0.0
969,0.0
90617,0.7
131496,0.0
137342,0.0
117063,0.0
120311,0.4
123343,10.85
168931,0.0
70946,0.35
112209,0.4
166740,1.0
61268,2.65
157156,0.0
111173,0.0
57707,0.25
57033,0.65
62163,7.4
39411,0.0
63441,0.0
103075,2.25
41665,0.0
52472,2.25
16703,0.0
154060,0.0
56068,0.0
10472,0.25
145230,0.0
62456,0.25
98186,0.5
44288,0.5
39500,0.0
17722,0.55
150272,0.0
108024,0.05
117370,0.0
100103,0.0
49282,1.3
35751,0.2
100519,0.0
158438,0.7
77944,0.0
140864,0.0
137316,1.15
163450,0.0
60284,0.4
130616,0.0
50962,7.7
100845,0.0
36192,0.1
65632,0.05
23324,0.0
148111,0.0
65941,0.5
70563,1.2
8924,0.75
89883,3.55
168463,0.45
23447,0.0
41033,0.7
50386,0.0
100550,0.6
167897,0.0
92835,0.45
113469,0.0
117679,0.0
74091,0.4
135825,0.0
118853,0.0
83973,2.5
66768,0.0
21653,0.0
82477,0.4
124910,1.5
126361,0.0
2995,0.75
13965,0.55
149374,6.0
38808,0.0
81749,1.3
78785,0.0
113722,0.0
57062,2.5
15657,0.0
49013,0.0
38959,0.6
70364,0.0
135872,0.3
165518,0.5
68563,1.25
57713,1.4
67332,0.0
125503,1.5
17584,0.85
54267,0.0
74067,1.0
64286,0.25
26628,0.0
157,0.55
160851,0.0
133914,0.0
141281,0.2
127601,0.35
113789,0.0
83325,1.5
148898,0.0
73659,0.3
13797,0.0
61580,0.0
162437,0.0
98381,0.0
439,0.0
88120,0.0
2464,2.5
151124,0.0
144860,0.0
66636,1.0
164923,0.0
8096,0.1
51481,0.0
21578,0.05
98553,8.25
93939,0.0
94263,0.0
33692,0.0
34907,0.5
42980,0.0
30401,0.0
138280,1.5
89795,7.5
90735,0.0
168637,0.0
25275,0.25
152865,0.0
69231,0.0
60099,0.75
149588,0.15
80312,0.0
111312,0.0
124217,0.45
25536,0.0
164863,0.0
91755,0.1
51743,2.9
30512,0.0
39250,0.0
58270,18.6
67772,2.0
144025,0.0
92586,1.5
105710,0.0
146456,0.0
8862,0.0
153144,6.25
15164,1.35
95774,0.0
152703,0.0
37441,0.8
28987,0.0
61158,0.0
115611,0.1
20647,0.5
89660,1.55
59694,0.0
30283,0.0
53654,0.2
73120,0.15
8715,0.0
90275,1.0
60146,0.0
4662,0.0
137894,0.25
88629,0.0
63512,0.0
163676,0.0
104242,1.15
55089,0.0
71129,1.5
113405,0.0
133230,0.0
91528,0.8
86430,0.0
23153,0.0
60740,8.5
82487,5.05
19006,1.8
110351,0.0
168259,0.0
121378,1.0
123007,15.45
57335,78.15
67239,0.0
127472,0.0
153083,0.0
122975,0.4
83506,14.75
161894,0.0
117454,0.0
25695,0.55
148854,0.4
166827,0.0
85675,4.0
116517,0.2
166600,0.0
61660,0.25
111118,0.0
48769,0.5
17514,1.8
94168,0.0
89276,0.9
102146,0.0
170,0.0
55959,0.0
110761,0.0
110686,0.17
146913,0.85
81463,27.35
69668,0.0
10075,0.7
23217,0.0
46227,0.0
32665,0.1
34496,0.0
150777,0.0
49116,0.0
125979,7.45
85964,0.0
76227,0.0
20769,0.0
155482,1.3
83873,0.0
85180,0.0
72720,0.15
60680,0.0
102551,1.0
42198,0.0
144051,0.0
156312,0.0
69580,0.0
32502,0.0
52348,0.4
3239,1.3
80138,1.0
143971,0.0
130482,0.0
5937,1.4
95467,8.15
81225,0.0
92128,0.1
104353,0.0
158558,0.0
146821,3.6
5106,0.25
145973,0.3
150370,0.65
150819,0.0
55040,0.25
156463,0.2
89877,0.75
111706,0.6
92718,0.0
164480,0.0
40560,0.3
137175,0.0
27995,18.85
110075,0.0
159282,4.85
169030,1.0
162126,3.15
114355,0.3
55128,5.0
43566,0.0
29054,0.0
24998,0.15
152742,0.0
124469,0.0
115035,0.15
95867,0.0
121726,0.35
97394,2.0
130422,0.15
59388,0.25
122150,4.95
64555,0.05
167075,0.1
140565,0.2
141844,1.95
165224,2.3
113790,3.1
17365,0.0
28891,0.0
151452,0.0
19578,0.0
19861,0.35
6534,0.9
166555,7.8
6073,0.0
155744,15.35
150972,0.0
40227,0.0
45713,0.0
117264,0.0
96292,0.25
125536,0.0
86091,0.0
4647,0.25
142792,0.0
62024,2.0
168557,0.5
110792,0.0
150076,1.85
33060,0.0
70480,0.0
106110,1.5
9344,0.0
145110,0.0
118301,0.0
135052,0.0
30366,0.0
38485,0.0
150123,0.0
134044,0.15
75403,0.0
128914,0.0
108550,0.85
81970,0.4
113814,0.0
105610,6.2
167389,0.0
108793,1.0
102029,0.0
141647,0.0
3839,0.2
131262,0.0
37020,0.15
10111,0.0
91119,3.9
87106,6.35
11739,0.0
56233,0.0
42773,0.0
160738,2.4
123022,0.0
35174,0.0
47401,0.0
141975,0.0
48312,0.0
149704,0.0
56882,3.2
43428,0.35
129699,7.35
85003,6.6
51671,0.0
131794,1.0
117926,0.0
141246,0.3
39278,0.25
43812,1.1
45243,0.35
139137,0.0
930,0.6
16960,0.0
100441,0.25
107957,11.15
150197,1.75
151748,0.0
57431,0.0
23079,0.0
75104,0.0
54508,0.0
10426,0.0
65588,0.4
145457,1.5
140266,4.35
62360,0.75
123324,22.95
40119,1.1
113931,0.0
36895,1.45
13149,1.05
88241,0.0
100297,0.0
25821,1.45
105153,6.05
54774,0.0
112501,0.0
82566,0.05
23234,0.0
102814,3.8
146388,0.25
112561,0.0
138698,0.0
143995,0.6
90644,2.15
68923,0.0
13054,0.0
134691,0.0
98803,0.0
42607,0.0
607,0.0
130740,0.0
27286,0.15
115408,1.75
68985,0.0
165909,0.0
106726,0.35
37632,0.0
8789,0.0
126713,17.05
77992,0.1
55696,0.1
116166,0.0
84295,0.0
167370,2.5
35148,0.0
31573,0.0
29593,0.1
168090,0.45
19751,0.0
125667,0.0
126350,0.0
133990,6.5
65084,0.65
37200,0.1
110736,0.0
72147,2.95
75101,0.0
17114,0.0
67057,0.0
124124,0.0
46508,0.1
103499,0.0
133975,0.3
39310,0.0
57374,3.75
120158,2.55
76767,0.0
45687,0.0
14689,0.0
148879,0.0
116506,0.0
149285,2.75
18330,0.0
167014,0.4
112010,2.4
118509,0.0
52426,0.1
52874,0.65
114085,0.0
159104,3.05
12367,0.0
168861,0.8
92030,7.7
50715,1.0
104154,3.5
42960,0.05
32079,0.25
117736,0.0
161450,0.0
73447,0.0
84394,0.0
71293,12.2
20924,0.75
49521,0.65
77824,0.0
101052,0.0
7356,0.0
12719,7.9
57681,4.65
160452,0.0
1448,0.0
17442,0.0
166897,1.5
52910,0.95
121710,0.2
107988,9.0
132624,1.6
10651,0.0
2886,0.0
74093,0.15
82086,0.0
150897,20.65
51668,2.35
20587,21.6
100496,0.0
10538,0.0
107439,4.55
41910,0.55
12935,0.4
149961,1.65
43062,0.0
78342,0.25
162928,2.25
167034,1.3
160941,0.0
61844,5.85
135418,1.85
97210,0.0
149242,0.0
55222,2.85
115535,0.0
130471,0.0
88546,0.0
129964,0.3
38945,0.0
119766,5.8
22139,8.0
41708,0.55
29677,0.0
13636,11.0
105280,0.0
34414,0.0
36763,0.0
111336,0.0
136686,0.0
69071,0.1
23923,0.0
117603,0.25
166475,0.3
4711,2.1
5632,0.0
16669,0.0
142289,3.05
123601,0.0
127743,0.045
152198,0.0
124477,0.0
135144,0.0
162671,0.0
68296,1.25
146495,5.5
22479,10.0
123086,0.0
120822,0.4
103376,0.5
74282,4.3
35628,2.85
45873,0.1
151963,0.0
134658,0.0
106178,25.95
68264,0.1
134787,0.0
55338,0.25
36137,0.0
132561,0.0
111820,0.35
140380,4.8
36980,0.2
117706,0.8
23922,0.0
85142,6.6
126218,0.0
129357,0.0
61349,2.3
107077,0.0
147387,0.3
50106,0.0
77697,0.0
103960,0.1
39192,0.05
22467,34.5
90909,3.45
18970,2.05
115120,0.0
87228,0.25
85697,0.0
101223,24.25
60538,0.4
64588,0.25
153101,0.0
5155,0.0
39338,0.0
133830,0.0
163317,0.2
68522,0.0
35838,0.0
35311,0.0
32097,0.1
127562,0.0
115626,1.05
138082,0.0
5488,1.0
86393,0.45
102536,0.1
28500,0.0
69630,0.0
157648,0.0
102356,0.1
80895,0.0
115572,0.0
133009,0.0
165321,0.7
146566,2.5
121936,0.15
41821,0.0
6297,0.0
162657,0.0
105447,4.3
168351,0.0
49140,0.0
114836,0.0
26608,0.0
75018,0.0
146747,0.0
153614,19.75
134437,0.3
3608,0.0
57541,0.0
147755,4.0
64127,0.0
90073,0.0
111576,0.0
108210,0.0
44880,0.0
133900,0.0
16905,0.0
12114,0.0
134710,0.0
107983,0.0
163427,1.5
117291,0.45
141258,0.0
132484,1.05
130323,1.9
169269,0.0
163083,0.0
159380,0.0
29484,0.1
138747,3.7
141705,0.0
66327,0.0
60782,8.5
101392,0.0
166954,8.15
143715,0.75
92701,0.0
107555,0.0
79290,0.0
127199,1.4
21305,0.0
135439,0.0
126007,0.0
30751,0.0
118639,0.0
158136,0.1
69494,0.0
17796,0.15
123168,0.0
83280,0.0
98545,3.35
21711,0.0
102941,0.0
49487,0.75
216,3.0
72677,0.0
148518,3.0
49326,1.75
35241,0.0
102885,0.0
26177,0.5
86931,0.0
159227,1.8
26618,0.15
146130,0.0
6757,0.0
127009,0.0
108350,18.0
133340,2.5
149853,1.0
152593,0.0
163619,0.05
32887,0.0
48311,0.0
45481,0.5
103045,2.5
28102,0.0
117832,2.0
127414,0.9
94050,0.0
110933,0.0
139412,3.2
5105,0.1
42470,0.0
90329,0.0
55348,1.65
7807,0.0
78645,0.0
80672,0.0
35296,3.3
156835,0.0
147190,1.05
147333,0.0
5224,3.3
157620,0.0
3137,0.0
98325,17.0
38525,0.1
81780,0.65
95151,0.0
50132,0.0
105978,0.0
85226,0.0
59697,0.25
150625,0.0
166495,0.0
10849,1.85
99403,0.0
64603,80.25
146246,0.0
88455,1.25
110419,0.1
116143,0.0
112133,0.0
68583,0.0
144081,0.0
18099,0.0
136839,1.6
163719,0.25
146727,2.45
27666,1.9
5873,1.6
104515,2.25
15215,0.3
63060,0.0
52328,0.0
22046,0.85
96583,0.0
77622,0.25
137265,0.0
97787,0.4
134931,0.0
7191,8.9
18206,0.0
41046,0.0
100183,0.85
51599,0.1
59973,0.0
60688,0.0
145942,0.0
67557,0.0
119320,0.5
141378,6.6
139678,0.65
30710,0.0
13655,4.15
36361,0.0
5431,0.25
155109,0.0
73601,0.0
106122,0.0
152939,3.25
61409,0.55
52891,2.25
132287,0.0
90881,0.05
109391,15.0
98952,0.0
114905,1.35
146049,0.0
2508,5.0
96874,0.05
128081,2.8
145952,0.0
32857,0.0
130520,0.0
77491,0.0
12496,0.0
77297,0.0
119535,0.0
40376,0.1
71309,0.25
614,1.5
125004,0.0
150060,26.5
108801,0.0
68906,0.5
31507,0.0
59779,0.0
125900,0.0
156789,1.2
76743,0.0
93043,0.05
4419,0.0
14041,0.0
38973,0.75
164305,0.0
148748,0.0
84503,7.0
4126,0.25
43158,0.0
128807,0.0
150954,0.0
22101,2.1
70220,0.0
151995,1.5
168600,0.0
123891,0.05
103190,5.9
124737,0.0
124113,0.0
44277,4.0
85240,3.95
131768,0.0
110087,0.0
116919,0.0
115556,5.0
68898,0.6
104327,0.1
143732,0.0
137867,0.0
55934,0.0
87799,0.0
146981,0.0
14011,0.0
78622,0.05
141693,0.0
98055,0.15
27195,1.0
44938,0.1
75238,1.0
25258,0.0
84714,0.35
18414,0.0
120119,3.0
66819,1.0
112650,1.25
105488,0.0
108840,0.15
71314,0.0
24875,0.0
76103,0.0
106560,2.2
26005,0.0
42828,0.3
128867,0.0
35136,0.0
94368,0.0
36917,0.0
103397,0.25
167548,6.05
138873,24.05
155037,0.5
55534,7.9
90501,0.0
106305,8.95
58365,0.0
110487,0.0
24532,1.05
83797,0.0
64663,0.4
88148,0.45
69559,2.0
118951,0.0
110248,0.0
126484,0.4
7576,0.35
72595,0.05
36459,0.0
143480,0.0
104149,0.25
40435,26.45
133752,0.0
87986,4.4
76545,0.1
96883,0.0
68015,0.0
18797,0.0
66499,0.0
97246,0.0
124177,0.0
146520,1.2
137286,13.0
130272,0.0
112992,0.0
155227,0.0
23618,0.35
72087,0.0
128583,0.0
68090,0.0
4305,0.1
22707,6.0
119070,68.95
49333,0.45
115926,0.0
80603,28.5
52439,0.15
74019,0.45
132778,3.75
81432,0.0
2920,1.6
74190,0.0
40396,0.0
4819,0.0
27975,2.1
132772,0.2
46362,0.0
82651,0.0
42519,0.05
32379,5.95
31549,0.0
102865,17.5
120316,0.0
33501,0.0
42878,0.7
144849,0.0
152108,0.2
22400,1.4
76432,0.0
54204,0.25
73653,0.0
161132,0.0
90777,0.0
121835,0.0
116664,0.0
53672,0.25
147997,0.05
66713,0.0
159264,4.65
164655,1.85
166663,3.25
127709,0.95
150561,0.0
49613,0.0
27465,0.45
168555,0.0
24285,3.05
63161,1.5
134312,0.0
18357,0.0
105812,0.1
19950,0.0
65129,0.0
66458,0.0
103907,0.0
164602,0.75
110271,0.15
91076,0.4
99034,0.0
93942,0.0
146555,0.45
16019,0.0
34520,0.0
12206,0.95
11569,0.0
141501,0.05
64487,0.0
45389,0.0
101211,0.0
79577,1.6
61304,0.6
46405,0.0
145599,0.0
4484,0.45
99167,0.4
159855,0.0
152660,0.0
164099,0.0
98204,0.0
36951,1.1
78552,0.0
11714,5.0
74544,0.15
26814,0.0
14596,0.0
138354,0.1
123065,0.15
80348,3.0
122183,0.0
94970,0.35
21140,0.0
97006,0.0
104387,0.0
124141,3.05
109051,2.8
89504,2.85
165903,0.0
134804,0.85
133803,0.0
48472,0.5
3281,0.0
98098,1.6
58122,1.85
144351,0.0
55510,0.15
10198,2.0
115825,0.0
6237,0.0
60762,18.05
73426,0.0
109364,0.0
55373,25.95
23336,0.2
114251,3.25
122661,0.55
26368,0.0
5528,0.0
89813,0.0
46298,0.05
75513,0.0
109488,1.35
139418,0.0
93285,0.25
106635,0.0
61063,0.25
68496,0.2
57050,0.0
26401,0.0
156307,20.65
145439,0.0
162120,0.0
91776,0.0
56801,0.1
161089,0.0
111068,0.0
141243,6.15
129500,2.4
51844,0.0
153517,0.0
68355,0.0
46991,0.5
40103,3.5
163294,0.0
28989,0.0
129014,0.25
83517,0.0
33039,0.0
38568,1.9
15777,0.0
116211,0.0
54826,0.2
31191,0.05
62874,0.0
107633,0.8
140206,0.0
159542,3.0
73352,0.0
85726,0.0
128550,0.0
55238,0.0
114202,0.0
86225,0.75
86791,0.0
122190,15.7
141955,9.7
5898,22.3
159186,0.0
89368,0.0
2374,1.0
124213,15.55
131127,19.25
94641,0.0
120247,6.95
14491,0.6
31066,0.0
76205,0.0
39271,2.05
69602,0.15
130704,0.0
30394,0.4
46949,0.0
9207,0.0
88801,0.15
131558,0.0
41700,0.0
2830,5.0
162562,0.1
14378,6.75
128874,0.0
78647,20.0
71092,0.15
46140,0.0
35865,0.0
50506,0.0
138921,0.75
18145,1.35
136162,0.0
122,4.05
161542,0.1
110945,0.25
112268,0.0
154898,0.0
47786,29.5
8691,0.0
105055,2.65
18728,0.0
50540,0.0
94389,22.0
127086,1.2
142011,12.15
80549,9.55
165959,0.0
161834,0.9
83562,1.4
135913,0.0
48053,7.15
73779,0.0
75335,0.0
9080,0.0
83569,9.7
32459,0.0
103071,0.0
25002,0.6
162675,0.0
121572,1.15
21923,2.25
27838,0.0
167889,0.0
134893,0.0
46180,0.0
12678,0.0
51233,0.0
92408,0.3
163154,0.0
143914,0.0
166514,0.6
82347,0.0
129354,2.7
25863,0.4
57860,0.0
73449,0.0
42613,0.06
75176,0.0
20736,1.55
25369,0.0
63186,0.75
4054,1.5
41583,0.2
19529,0.0
75020,0.0
12251,0.05
94452,0.0
27311,0.0
19788,0.0
27991,2.5
146552,3.4
84737,13.2
61938,0.0
90833,9.0
162842,1.0
15009,0.0
75935,0.05
99540,0.6
138523,0.1
105449,0.15
82261,0.0
44403,1.05
163765,0.0
79582,2.6
88112,0.0
51093,0.0
160540,0.0
154691,0.15
105417,0.0
73249,0.0
99459,0.0
148757,0.4
51172,0.0
10162,0.0
55030,7.4
78424,0.85
19096,0.0
114858,1.0
101927,0.0
15668,0.0
9428,0.0
45133,2.45
22495,0.0
81196,0.0
136767,1.0
76685,0.0
106710,0.05
159032,2.25
80033,0.0
33691,0.75
148930,2.55
125401,0.0
166990,5.1
76101,0.0
16045,0.0
27945,0.0
139150,1.0
9453,0.0
147951,0.0
157932,3.15
127042,0.0
99795,0.0
41785,2.5
112537,0.55
24888,0.25
2049,0.45
11049,0.0
62866,0.0
11801,0.45
145436,0.0
166240,0.05
10962,0.0
145011,0.0
77202,0.0
4607,0.0
106817,0.25
167180,0.0
3611,11.55
156026,0.05
50222,0.0
38517,0.4
101981,0.0
144750,0.95
4061,0.0
25044,0.0
164907,0.5
151525,0.0
119391,4.45
14426,18.2
139580,0.95
80582,1.35
88554,2.35
88184,0.3
73158,0.0
84163,0.0
46724,0.0
118204,0.0
23930,0.05
116365,0.0
116696,0.0
47087,0.0
56318,0.0
11459,0.0
160520,2.2
73322,0.0
95110,0.0
79166,0.0
45489,0.0
78487,0.0
165121,0.0
125649,2.45
102793,0.0
54738,1.35
17762,3.3
5864,0.35
62857,0.0
3167,0.0
50080,0.0
100327,0.0
115855,0.0
97668,0.15
134466,0.0
37048,0.0
19111,1.05
149087,2.8
99230,0.0
4283,1.55
114374,0.0
27956,1.25
55567,7.85
33056,0.0
134297,0.0
19481,0.0
134253,0.0
163565,0.25
112610,1.3
46548,0.9
16935,0.0
44220,0.0
55925,10.1
37225,0.0
22595,4.85
53771,0.0
28024,0.0
142343,1.9
137580,0.05
115313,0.1
26161,0.0
148533,0.3
1244,2.3
78694,0.0
69424,0.0
127865,0.0
16273,0.0
49104,0.0
1410,14.35
86049,0.15
24108,5.1
7921,0.0
150203,0.0
166350,0.0
156046,0.5
35231,0.0
110532,0.45
41087,0.75
85702,0.0
114280,0.0
108067,0.0
60108,0.5
143355,1.0
91101,0.85
29879,2.75
157922,0.0
163268,0.0
52989,0.0
68273,2.05
142428,0.0
26160,0.45
27766,0.0
154454,0.0
485,1.0
25490,0.0
