,sold_quantity
120482,0.0
160522,0.0
137295,0.5
155979,0.2
86201,0.0
27049,1.1
163022,0.0
52338,1.6
50993,0.0
143467,1.0
1796,0.35
51952,3.5
11590,0.0
148947,0.755
132565,0.0
92019,0.0
124952,3.3
16939,0.0
111626,0.0
65262,0.0
89906,13.1
52876,0.6
41793,6.25
114474,0.0
134924,0.0
163391,1.5
139441,0.25
8225,1.75
125153,0.95
57793,1.5
136962,1.25
13139,5.1
20336,0.0
106618,1.3
17915,0.0
43932,0.0
37406,0.2
58305,0.0
161284,0.75
35298,1.8
124963,0.0
75499,0.0
156076,0.0
25434,0.95
70753,2.2
96293,2.95
29745,0.0
141474,0.0
52000,4.0
92858,0.225
104549,0.0
96123,1.0
13007,0.0
144878,0.0
69029,0.95
139972,27.8
1278,0.0
125262,0.0
12143,0.0
65191,0.2
13470,0.25
118226,0.0
26580,0.0
34247,0.0
77691,2.6
146523,0.2
109170,0.0
130007,0.0
61355,0.05
118718,0.0
80513,0.0
114130,0.0
162587,0.25
87237,0.05
112896,0.0
27928,2.85
159616,0.65
77208,0.2
164219,2.75
167700,0.0
33849,1.95
155792,1.5
77090,0.0
107027,0.0
13714,10.3
162162,0.0
100486,0.0
85174,1.7
108388,1.75
18950,0.9
168547,0.0
7881,0.0
153145,0.3
88633,0.1
8820,0.0
8936,0.0
13080,0.0
74298,0.0
167789,0.0
63612,0.2
78066,1.3
118345,0.0
128207,0.0
49655,0.05
91670,0.0
160441,0.0
120277,0.0
48011,0.0
17290,0.0
99913,0.0
77424,1.85
31376,0.1
49658,0.0
42197,0.0
89151,0.0
95870,0.0
52058,2.05
95897,0.0
161658,0.7
75910,0.05
36149,1.4
85171,0.7
64271,0.0
162422,0.5
22909,0.5
7131,0.0
118237,2.0
113539,0.0
129232,0.65
109319,0.0
156218,0.1
111731,0.0
50958,0.05
17033,0.0
107818,0.0
55985,1.4
130363,0.0
114402,0.0
91065,1.7
34802,0.0
19301,1.25
10717,1.9
152419,0.55
25454,0.45
26154,0.0
145500,6.05
65329,0.0
69054,0.0
125895,0.8
37653,0.0
21271,0.35
135808,0.5
137385,0.0
18694,0.0
16583,0.0
103109,0.15
89765,0.0
108286,4.2
33960,0.0
66331,0.0
98762,0.75
10224,0.0
42797,0.0
156275,0.2
154572,0.9
99624,0.0
65482,2.95
127950,9.05
161887,0.0
168545,0.0
57340,0.6
108712,7.4
99027,0.95
121570,0.0
70959,2.8
85382,0.1
158016,3.0
26396,0.1
113497,0.0
10794,2.1
53458,0.0
162303,0.0
104148,1.4
37047,0.0
84952,0.0
97152,0.0
19879,6.05
97247,0.0
18508,0.0
70203,0.0
94697,0.0
163406,0.4
148393,0.3
130416,0.0
100829,1.0
153400,2.5
126482,0.0
88649,0.0
5968,0.45
49938,0.0
76885,0.0
59980,0.0
44827,0.0
135270,0.0
93766,0.0
102669,6.65
138493,0.1
110003,3.65
82268,0.4
27198,0.0
16519,12.8
36027,0.0
97683,0.8
160367,4.0
110167,2.0
17288,0.0
94032,0.0
75735,4.15
140924,0.05
128317,1.15
25917,0.25
89267,0.1
115974,0.05
147531,0.0
106098,0.0
83376,0.0
1292,1.0
163266,0.85
93305,0.0
144978,0.45
152851,0.0
71469,0.0
51132,0.0
121612,0.0
162059,0.0
57633,0.0
38264,0.0
33762,0.0
149918,2.35
132541,11.45
107308,1.35
66058,0.25
44145,0.0
130791,0.0
84891,0.0
43343,2.15
132961,0.35
124663,11.75
110719,0.0
38956,0.0
53868,11.1
49725,0.0
131250,18.0
153761,0.0
13428,0.0
48551,0.9
129439,0.0
118441,1.45
88443,0.0
84899,0.75
122509,4.25
109895,0.0
78191,0.0
40099,12.5
103626,0.15
17946,0.45
24223,0.25
27236,0.0
129125,0.0
73128,6.5
100720,0.0
131325,0.0
25894,0.0
2870,0.0
141593,0.6
44781,1.0
129697,0.0
69126,0.0
62212,0.75
121872,0.3
145199,0.0
51577,0.1
105164,0.0
37698,0.0
48378,0.05
21365,0.0
7648,0.45
146026,0.0
135185,0.0
41221,0.95
135444,0.0
99025,0.0
100461,0.0
60237,1.0
99448,0.5
1023,0.0
41888,0.0
157742,0.9
35623,0.0
1971,0.35
45472,0.0
163620,0.0
107071,14.25
82066,0.55
135193,0.0
167601,0.0
161710,0.0
88281,1.35
24932,0.65
16859,0.0
167971,0.6
98036,0.0
47079,0.1
150653,0.0
125992,0.0
144655,0.45
115575,0.95
11711,0.15
130898,0.0
36898,0.0
75263,0.0
116385,0.0
142004,4.5
52497,4.35
154734,0.1
96106,0.0
102485,0.0
103807,0.05
77954,0.05
89304,0.0
154900,0.3
139039,10.25
148217,0.0
101932,2.75
19377,5.7
48869,0.0
110682,0.0
75872,1.0
4702,18.45
58969,0.0
131195,0.0
165435,0.0
101459,0.0
101454,0.0
18168,3.2
77842,0.25
133226,0.0
148018,0.0
24767,5.05
76923,0.0
19386,0.0
33800,0.3
131662,0.0
34663,0.0
106224,4.6
6567,3.0
43198,0.05
153340,0.6
87874,2.55
155587,0.0
7709,1.0
59846,0.0
78405,0.0
73934,0.75
15004,0.0
1798,1.2
155597,0.0
91752,10.25
12869,0.7
91033,0.85
113655,1.25
118201,1.25
146454,0.0
69832,0.35
69990,2.05
8158,1.95
139389,0.0
153907,0.5
27159,0.0
61567,0.25
126508,0.0
44612,1.85
81724,0.5
14626,0.5
168989,12.8
51082,0.0
48877,0.6
86422,0.45
104363,0.1
62681,2.0
94406,0.4
121676,1.45
107768,0.0
21130,4.15
105259,0.0
35056,0.0
55788,1.1
126907,0.0
77625,1.35
51862,0.0
57318,0.0
88465,3.65
35531,0.0
11079,0.2
112287,0.0
16750,0.0
1914,0.55
36070,1.95
56704,0.0
24687,0.0
2935,0.35
101431,0.0
4008,0.0
110704,0.0
16981,0.0
67192,44.9
154254,0.75
29113,0.0
118380,0.0
20930,0.0
10035,4.7
9503,0.85
104759,0.0
109859,0.55
61608,1.4
129536,0.5
1944,0.05
106559,0.45
98670,0.6
99391,0.0
125392,0.2
156543,3.85
134369,0.0
19469,0.0
164511,1.75
28668,0.2
104099,2.95
55608,0.5
81816,1.2
93956,0.0
45455,0.6
151811,0.0
53717,0.0
166944,0.0
157178,0.9
50817,0.0
148408,16.0
134649,0.0
2392,0.0
79999,0.0
144973,0.5
53089,0.0
134212,4.0
11681,0.55
1528,0.0
10971,1.95
54213,0.0
137537,0.0
140817,0.0
121704,7.45
86862,0.6
48263,0.0
88222,4.3
102226,4.7
157397,0.0
72431,0.0
31571,1.45
47173,1.2
32868,0.0
134042,0.0
115109,0.0
104886,0.0
57616,0.0
13572,0.0
63201,0.0
97601,0.0
118694,1.85
163946,0.0
17043,1.2
160190,0.8
135899,0.0
167033,0.0
26603,0.25
120360,2.8
92468,0.02
94637,11.35
142980,0.0
40313,1.65
6378,0.1
100779,0.4
60192,0.0
122607,0.0
5930,0.0
107341,2.75
10626,3.05
71709,0.0
83821,0.0
111372,3.3
60670,0.0
49834,0.0
81601,1.3
41513,0.25
49971,0.0
121271,0.65
92840,0.05
149379,0.1
99388,0.0
110998,1.0
113089,0.0
100814,9.6
72830,1.0
77271,0.0
22945,0.2
161479,0.0
136549,0.0
121209,0.0
79553,0.0
143010,0.0
134759,0.6
104895,2.25
47777,3.0
100727,0.0
153499,5.2
37193,1.55
82371,0.0
44430,8.15
116550,0.0
108310,0.4
140299,0.2
94307,0.0
98865,0.0
67400,1.0
167668,0.0
135931,0.0
111096,0.0
55135,8.6
126970,0.0
155772,1.15
10739,1.6
112147,0.0
29427,0.0
70550,3.5
94183,3.5
97130,0.0
106727,0.0
159106,0.3
24034,0.0
159353,0.2
42127,0.1
22435,0.0
144471,0.9
115657,0.0
6935,2.05
57404,1.65
160719,1.25
88349,0.5
1493,0.0
134932,0.0
28096,4.4
138639,17.6
103974,0.25
157587,0.0
11803,0.0
30789,20.75
131381,1.3
35010,0.0
38063,3.9
72706,0.05
168326,0.25
110743,1.35
122519,0.0
122520,0.0
7726,0.7
74866,2.4
101577,0.0
83305,0.0
41344,0.0
136009,0.0
77071,1.0
33621,0.0
69459,0.0
75905,0.0
139025,0.0
145742,0.1
106424,2.55
69452,2.35
90528,0.0
44044,8.5
77100,0.0
143956,2.5
82034,0.0
102012,0.75
111871,0.0
118846,0.0
85059,4.3
11224,0.0
5625,0.0
71167,0.0
92564,0.0
121000,1.35
80599,0.25
27150,0.0
151910,0.0
78396,2.5
169208,0.0
65454,0.25
104578,0.3
33558,1.0
51620,1.0
123431,0.0
87329,3.95
136826,3.5
142749,0.0
156949,0.0
104420,0.85
51644,0.0
125929,0.0
100154,0.0
3584,3.7
80987,3.25
12201,0.0
94102,0.15
152190,0.0
25216,0.5
151121,0.1
129401,0.9
53374,76.7
164619,0.0
158576,5.0
36,0.0
45853,3.75
14101,179.6
142817,0.0
162079,0.0
120156,2.75
77588,3.1
129678,0.0
116921,0.0
139849,0.0
157688,4.1
92790,0.0
77370,0.0
68128,2.2
17235,0.0
120529,0.05
27206,0.0
48012,1.0
159236,0.0
113782,0.0
54067,0.5
138055,0.0
140701,0.0
64009,1.55
31518,0.0
18980,0.15
51331,0.0
135672,0.0
102065,0.2
154167,0.0
146053,1.2
105284,0.0
37888,0.0
102176,0.0
151760,0.25
87412,0.0
8999,0.0
122384,0.9
158093,0.25
49143,0.15
139979,0.4
95154,0.05
95132,5.0
2324,0.25
102138,7.75
158060,0.0
167912,0.5
157844,0.6
152702,0.0
48354,2.5
158291,0.0
79907,1.8
117791,0.0
62060,0.0
85865,0.1
101304,4.75
128648,0.9
151473,0.0
7218,4.15
8348,0.05
124781,0.0
118878,40.95
30865,0.0
168331,0.0
33006,0.4
60062,0.25
133209,0.25
169326,5.85
112521,0.0
87219,0.0
17002,0.0
61296,0.0
161889,0.0
88893,0.0
58208,0.25
36001,0.6
86302,0.0
84763,0.25
10040,1.0
76039,0.0
131058,0.85
39719,1.0
29876,0.4
5646,0.0
98524,0.2
81224,3.1
62999,0.0
156639,0.0
67018,0.0
39786,0.3
89465,4.4
98414,1.2
40572,0.9
98678,3.5
24757,1.25
107499,0.0
80471,0.0
26114,0.1
72941,2.8
137613,1.3
154659,0.0
14456,0.0
81458,0.6
146137,7.55
156441,0.5
119357,0.1
145343,0.5
124568,0.0
164539,0.0
84746,0.0
122840,3.0
127801,0.0
38573,0.0
96890,0.0
106624,0.15
94038,0.75
73411,5.05
25461,0.0
135180,0.0
72810,0.0
80565,13.05
91798,5.2
112571,0.0
10016,3.5
46734,0.0
90126,0.05
6007,0.0
135419,0.0
107117,0.0
74574,0.6
162584,0.35
77151,1.85
90693,0.0
44582,0.0
145636,0.0
136737,0.0
20914,0.1
114249,0.0
131561,1.05
35887,0.25
9069,0.25
110923,0.15
103266,3.25
139466,0.05
149581,7.5
365,0.0
161266,0.0
74248,12.25
154855,0.25
2130,0.95
3630,0.15
50811,0.0
46747,0.0
17724,0.1
158950,0.0
144808,0.25
71725,0.0
69156,0.9
51759,0.1
142746,2.25
97398,0.0
88772,0.55
60036,0.0
124716,11.35
24989,0.0
2110,3.6
153786,0.5
91347,0.0
144482,6.5
136360,1.3
9613,0.0
52233,0.0
110421,0.01
16591,0.0
136805,0.8
147226,0.0
107676,0.0
30989,0.0
13481,3.35
130848,12.0
105065,0.1
39354,0.75
102989,0.0
4086,0.0
78355,0.0
40115,0.0
110789,0.0
55909,0.1
42876,1.0
22153,0.05
142460,5.75
142233,0.0
22214,5.4
104434,0.9
152032,0.0
97031,0.75
95302,0.75
150073,0.0
91738,2.5
14179,0.55
19247,0.75
57941,6.3
70212,0.15
77726,0.0
76002,0.0
142958,0.0
12,0.55
131440,0.0
93352,0.0
69181,0.2
118248,2.6
64958,0.0
92293,0.675
66182,0.25
8403,0.36
114661,0.0
137320,2.7
6716,0.95
59272,0.0
90104,2.4
162026,0.0
109304,0.5
61559,0.0
138227,1.25
5880,0.0
130781,0.1
147134,0.0
123931,0.0
157120,0.6
35573,0.4
112845,0.4
140178,8.45
90092,17.35
78896,0.75
127193,0.0
148649,0.0
44081,0.0
80503,0.098
98967,0.0
66132,0.0
81633,0.0
2311,3.25
76411,0.0
60233,0.2
166262,0.05
38186,0.0
95607,0.05
16106,0.0
24343,1.1
70311,5.35
26403,0.4
98119,38.0
123319,0.0
44634,0.0
108506,0.0
28514,0.0
160412,0.0
53820,15.3
147231,0.0
145508,0.0
89321,0.0
103090,1.3
2666,0.0
65093,0.0
131750,0.0
81516,0.6
72049,0.4
16729,4.25
1499,0.0
138904,0.0
59577,0.1
4321,9.3
50142,0.0
49621,0.0
163921,0.0
91672,0.3
89912,0.0
35456,0.0
26834,0.0
91915,0.0
96349,0.0
117519,0.0
71948,0.5
50078,0.0
8408,0.0
3125,0.0
15923,0.75
104355,1.0
135274,0.0
8415,0.0
165782,6.0
17999,0.0
86378,0.15
158578,0.0
126769,0.85
89747,0.05
118126,0.0
131873,0.0
158390,0.0
30805,0.0
126272,0.0
100738,0.0
96191,0.0
86239,0.6
160421,1.45
151849,0.0
60206,0.0
59442,0.0
140127,0.1
62695,0.0
112887,0.0
92627,0.0
83453,4.7
168428,0.0
45264,0.4
149937,0.0
168207,0.0
65048,0.65
120226,0.0
151791,0.0
5307,0.75
37829,1.45
79926,0.0
154408,0.85
146383,0.4
103172,0.55
95976,0.0
99491,0.0
164769,0.0
55367,0.15
75766,0.05
98254,0.0
62972,0.6
22577,0.0
10862,0.0
6603,2.3
4376,0.2
57775,1.9
163087,21.35
41342,0.0
145410,0.0
32702,0.6
30582,0.0
151485,0.0
40370,0.15
148560,1.0
151214,0.3
156226,1.25
86803,0.5
112442,0.3
6956,0.25
7938,0.35
3768,0.15
90009,0.0
35168,3.25
42635,0.75
164390,1.05
168703,0.0
128068,0.0
128733,0.0
151520,0.0
40876,0.0
64323,0.0
123553,0.0
140456,0.0
146858,3.3
99564,0.3
37181,0.7
33627,0.0
23341,0.0
127602,0.0
94017,0.0
49346,0.95
71119,1.5
72445,27.0
11430,0.0
149826,1.75
71784,0.0
96407,0.3
88528,0.0
65217,0.25
71529,0.5
28601,0.0
133985,0.0
66677,0.0
123492,6.0
142977,0.7
20492,0.0
34378,0.0
32977,0.0
26766,0.0
61275,0.25
19421,0.0
9286,0.0
65317,2.0
9913,0.0
33641,0.0
38335,1.5
107113,0.0
108355,2.35
159338,9.8
13632,0.0
130857,0.0
62941,0.0
127357,0.0
154189,0.3
166127,15.2
69116,0.25
77793,1.8
80336,5.0
85746,0.8
47589,0.0
137519,0.0
62290,0.0
82683,0.8
166710,0.0
115273,0.45
144623,0.0
93415,0.0
117496,0.0
40707,3.55
94785,0.0
157733,0.0
168738,0.0
164749,6.25
126453,0.0
120884,2.9
67128,0.0
123591,20.0
85683,0.0
95369,0.0
60882,0.0
17334,0.0
106676,0.0
68968,0.0
69987,0.0
12029,0.0
85169,0.0
155056,1.0
19778,4.75
90888,0.0
23880,12.2
67549,1.0
11816,0.0
106896,0.0
31574,0.3
61874,0.0
167317,0.0
165474,0.0
84437,0.35
21647,0.0
154580,0.0
86097,0.25
139549,0.1
25299,0.0
54921,9.4
23321,0.0
166210,0.5
125400,0.0
15001,0.0
84443,3.4
80447,0.0
73886,0.0
42571,0.0
104112,0.05
130506,0.0
58682,4.75
47091,0.0
63096,0.0
167331,0.25
77375,1.25
135134,0.0
106043,0.05
93449,0.0
155962,0.0
164900,0.0
31745,0.05
165383,13.2
68366,8.6
16004,0.0
30292,0.2
15447,0.0
51281,0.05
15485,0.0
141757,0.0
48990,0.0
34209,0.05
165700,0.65
147769,2.4
112526,3.9
9393,0.0
127265,0.0
30384,1.5
10155,0.0
149708,0.0
113917,0.0
6239,0.35
139429,0.0
6801,4.95
150517,1.1
97178,7.75
70807,0.0
145588,13.0
30986,0.0
124436,2.25
156144,0.0
10354,0.0
8586,0.0
121504,0.5
96379,0.0
98617,0.5
168033,0.65
99440,1.0
42253,0.0
54366,0.0
32370,0.0
143323,2.8
45950,0.0
150632,0.0
87546,0.0
68515,1.7
91302,0.0
139189,0.15
41862,0.0
30278,0.0
23755,8.4
52504,2.3
142893,0.1
128067,0.0
87278,15.45
102363,4.3
102174,0.75
152690,0.7
4095,1.45
153458,1.0
12653,0.35
103344,0.35
45295,0.0
50326,0.0
137600,0.0
71274,0.0
159636,0.2
87884,0.0
113302,0.0
25644,0.35
86697,0.0
59499,0.8
108650,0.0
66265,0.0
161858,0.0
128794,3.35
95175,0.0
94417,0.9
77813,2.1
75079,1.3
81028,1.0
102358,0.4
79499,56.05
36061,0.0
15219,0.0
68575,5.0
130866,0.0
114573,0.0
51035,0.0
97720,0.0
97479,0.0
145191,0.1
84827,1.45
18616,0.25
163903,0.6
80975,0.6
42993,0.0
78166,0.0
104727,0.0
118046,0.0
28218,3.0
45946,0.0
59195,0.0
93023,0.0
109347,0.2
95411,7.95
144173,0.0
44544,7.0
130094,0.0
117988,0.0
139870,0.0
144254,0.1
63196,0.0
82300,0.45
153215,0.9
109693,0.0
110026,0.6
155027,0.0
63574,0.0
70770,0.0
143624,0.65
19498,0.0
39006,4.8
161211,0.0
22886,0.0
126895,0.0
126619,20.0
158358,0.0
91375,0.0
71850,0.0
41655,0.0
105254,0.0
97508,0.0
153841,0.05
82030,0.5
148462,0.0
75083,0.0
47174,0.0
160404,2.45
43999,0.0
5616,0.0
81424,2.45
49220,0.95
23565,0.0
2293,0.0
52956,0.0
121857,0.2
132831,0.6
148215,0.0
89946,0.0
76656,0.0
73265,0.0
132479,0.9
51488,0.0
57648,0.0
48626,0.0
148749,0.0
143087,0.0
40255,1.1
17131,4.05
157083,0.65
136653,0.0
71980,0.0
126437,0.25
9969,0.0
85900,1.45
115399,1.15
57834,0.0
114598,0.0
146786,1.45
150609,0.0
151916,0.0
134954,0.0
157479,0.45
30514,0.0
86964,0.0
114530,0.0
54124,4.7
128443,0.0
21017,0.0
95137,3.55
38800,4.75
96092,0.0
22917,5.45
36032,0.9
58310,0.0
79299,0.0
33895,0.0
144917,0.3
98715,4.0
162476,0.0
94409,0.0
21545,5.0
129283,18.6
30520,2.9
57603,0.0
10036,0.0
22824,0.0
126464,0.0
47491,11.8
108720,0.0
41114,0.2
46700,0.0
163527,0.25
157234,0.1
117800,0.0
94707,0.35
153826,0.7
49511,0.0
5063,0.0
157461,0.0
105906,0.05
161426,0.0
72206,0.2
82080,0.0
104475,2.25
126231,0.0
148505,0.0
150690,1.25
20187,0.7
127303,2.5
151577,0.0
97784,2.1
126286,0.45
111133,0.0
138843,0.3
17145,0.0
116439,0.0
87153,1.0
40749,1.85
81838,0.0
54494,0.0
82644,0.0
43809,3.9
57470,0.0
1024,0.0
139854,10.0
76635,0.0
89610,0.5
71127,2.1
140437,0.0
82107,0.0
150275,0.25
54452,1.7
73140,0.0
163847,2.95
96794,30.85
150381,0.0
92292,4.5
12262,0.0
122878,0.0
13919,5.9
165371,0.05
79193,0.0
135829,0.0
129560,0.0
2561,0.0
164909,0.55
152560,0.0
112993,0.0
145463,0.0
87495,0.85
53112,0.0
144913,0.0
88663,2.5
3564,0.0
70178,0.0
149931,0.0
48611,0.0
146832,0.0
81353,0.75
112675,0.6
143264,0.0
11789,0.0
84179,0.0
131874,0.0
84068,5.25
38422,5.8
79657,0.0
19733,0.0
137440,0.0
99090,0.3
94734,0.4
46510,0.0
16612,0.0
74761,0.15
154224,1.55
30442,0.0
17259,0.0
63032,0.0
156087,4.8
27027,2.2
165145,5.25
147318,0.0
83213,0.0
2414,0.3
84841,1.0
139463,0.0
24929,0.75
32231,0.0
81600,0.3
72157,6.05
7286,0.0
165551,0.0
81230,4.7
111899,0.0
46527,0.0
45909,0.0
94155,0.0
45765,0.0
31859,5.9
43074,0.45
108357,3.05
93830,0.25
22089,0.35
91917,0.0
154458,0.5
25476,0.0
67994,2.65
19587,0.0
150893,0.0
14019,0.0
45997,0.0
169354,0.45
31788,0.9
98716,1.1
165585,0.0
130675,0.0
133201,2.7
156494,0.0
32912,0.0
131492,0.9
115801,2.35
161506,0.0
16790,0.65
151964,0.0
71655,0.1
43516,1.75
126823,0.1
83564,0.0
39632,0.45
63356,0.2
19331,0.75
46046,12.0
5167,1.15
134222,0.0
138728,0.2
107137,2.75
45908,0.0
72313,0.1
38004,1.05
27116,0.0
147108,0.0
53163,0.4
87027,0.0
17341,0.0
18932,1.25
62880,0.0
15394,0.0
78708,0.0
130055,0.0
19325,1.1
76503,0.0
16753,0.0
167591,0.1
114814,0.0
71992,0.05
35238,1.5
72004,0.35
147548,0.0
168297,0.05
86501,3.75
29455,0.0
156994,0.0
89192,0.0
50812,0.0
138613,0.0
11487,0.0
155034,0.0
25449,0.0
78397,0.6
36065,1.2
144071,0.0
166341,0.85
24855,0.0
17838,0.0
49633,0.0
39795,0.0
147785,0.0
34605,0.0
99868,0.0
63350,4.6
161848,17.0
35584,3.5
41837,0.45
166748,7.45
165357,0.0
104749,12.5
78686,3.5
136166,0.0
153506,0.0
101665,0.0
97028,2.75
84484,0.0
78728,0.0
74688,0.0
122253,0.45
140717,0.1
84393,0.0
73013,0.15
93817,0.0
88988,0.5
40619,0.0
76531,0.0
157433,0.4
51923,0.0
47816,2.0
95159,0.0
166757,0.0
3289,2.1
124946,2.15
156409,0.0
142126,0.25
144966,1.35
108602,2.65
112972,0.0
107556,1.05
36495,0.0
91228,3.7
110778,0.45
48661,0.65
153576,3.35
8467,0.0
157700,11.15
34287,0.0
17734,0.15
57623,4.15
154273,0.0
107651,0.0
80654,0.0
3664,1.6
122434,0.0
124890,0.05
66838,0.0
158906,0.0
2112,0.0
62788,0.0
32910,0.0
9197,2.25
153812,0.0
132443,6.7
95726,0.0
16272,0.0
8815,0.0
93622,0.0
28501,0.0
149161,0.3
117873,0.0
135755,0.0
126810,0.0
23200,0.0
99041,0.0
99233,0.75
96385,0.35
161911,0.0
59753,0.0
91287,0.05
135561,0.0
150099,0.05
88985,3.0
71706,0.05
63723,0.45
63339,0.0
12285,0.0
104612,0.0
105547,3.1
31368,0.25
17650,0.0
91444,0.0
91626,0.6
167990,1.0
121420,0.1
86457,23.95
144216,0.0
38270,0.0
13247,0.65
138692,0.0
28441,0.0
12333,0.0
112957,0.0
93875,0.95
16444,0.0
117295,0.0
62765,0.0
90032,0.9
136029,2.75
72924,0.0
163402,0.05
86112,0.0
157147,0.0
122941,0.65
33633,0.0
55912,0.2
113354,5.5
116533,0.15
85427,2.65
47620,0.0
40239,2.45
38658,3.8
109806,2.9
3504,0.05
76582,0.2
76909,1.15
19719,0.1
68809,0.5
43391,0.0
69200,0.0
79024,0.0
143778,12.9
85066,0.0
98121,0.0
119192,0.45
148048,27.2
18919,2.4
122639,0.0
80168,0.0
167522,0.8
85411,0.5
149217,1.5
86627,3.5
148540,0.0
165912,0.1
98412,0.0
115453,0.0
17985,0.0
46717,0.0
84260,0.0
66107,0.0
66785,1.25
75651,0.0
51816,0.0
92541,0.25
29037,0.0
109098,2.45
148171,28.05
115699,0.0
161847,0.0
18813,0.0
63849,0.0
88128,0.0
36966,2.25
28235,0.0
122338,2.8
157130,0.0
122538,0.0
14380,0.05
125097,4.3
131814,0.055
124388,1.65
105474,0.3
140042,0.75
132189,0.05
108059,0.0
124758,1.2
123304,0.0
3835,0.0
96493,0.0
5055,1.5
46095,0.0
114158,0.0
115802,0.0
48340,0.0
3885,0.0
109081,0.0
150105,1.05
29248,0.0
113937,1.6
88789,0.0
132353,3.05
60328,0.0
35431,0.45
165149,0.0
116104,0.8
120821,0.0
145602,1.45
120008,2.35
114484,1.05
95617,0.0
1051,0.0
27343,0.0
10447,0.0
20723,0.0
95527,0.85
18544,0.1
44545,0.6
135082,1.0
80180,0.0
156799,0.8
152797,0.0
106625,4.1
18091,0.0
128928,0.0
17356,1.5
31663,0.0
143628,0.0
27387,0.0
105255,0.5
28639,0.0
146012,0.0
132101,0.4
129464,0.1
21775,0.4
16713,0.0
61747,0.0
102612,0.0
2934,0.0
1413,0.85
63291,0.0
159720,0.0
153752,1.0
70298,0.2
77755,0.0
115924,0.0
36518,0.0
54228,0.1
30536,0.0
139607,6.6
113718,0.0
149921,0.0
160104,0.0
31697,0.95
166630,0.2
99477,3.95
34000,0.0
17174,0.7
29204,3.6
146050,0.0
41829,0.0
20343,0.0
137217,0.05
76335,0.0
50596,0.0
56597,0.0
119173,0.3
15425,0.3
28508,0.0
139943,0.0
105415,4.1
2033,0.25
3599,0.4
19854,0.0
4921,0.2
90603,0.25
111090,0.0
69736,0.0
125644,0.6
3120,0.15
124353,7.05
155003,0.0
42287,0.0
84388,1.0
95169,0.7
166049,1.3
67609,0.0
40101,0.0
113376,8.1
145171,0.0
97975,0.0
139863,0.0
157813,0.0
126888,0.75
167482,2.35
37175,0.0
67284,0.0
55472,6.8
56890,0.9
72590,0.0
46062,0.0
4224,0.3
163193,0.0
104688,0.0
154792,0.0
15861,0.0
33280,7.5
162678,0.0
77415,0.0
65868,0.35
20559,0.0
66955,18.5
15704,0.0
114948,0.8
36046,0.0
124026,0.0
162700,1.1
50183,5.4
117306,0.65
53566,0.25
160018,0.55
130647,23.65
36653,9.15
106036,0.0
166340,0.4
94671,0.0
8164,0.5
27305,0.75
8968,0.0
87850,2.1
143927,0.015
42702,0.0
159279,1.4
152964,0.0
132315,17.55
11932,15.0
156612,2.75
169320,9.1
135734,1.25
8227,0.0
89563,0.0
157376,0.0
86151,0.0
89630,0.0
21368,0.05
91025,0.05
12322,5.05
21490,0.0
29908,0.2
134177,0.0
158128,0.0
159466,1.8
19311,0.0
30476,6.35
37170,3.6
858,0.0
115565,0.0
17555,6.75
131004,0.0
141859,0.0
64711,5.0
127380,0.0
130656,3.75
142122,1.2
84536,0.0
98026,5.2
498,0.0
22275,10.5
86215,0.0
48151,1.5
161505,0.0
136517,0.55
34801,1.05
76027,0.0
114406,0.0
54694,1.05
116981,1.6
124461,6.25
33713,0.0
166410,1.6
94834,0.0
29189,0.0
31088,0.0
80063,1.25
150168,0.0
93927,0.0
20270,0.0
82876,0.0
163418,3.15
50776,0.0
118955,0.0
98837,0.0
111093,0.0
102620,5.0
80145,0.0
138322,1.4
9545,0.0
137714,0.0
83390,4.75
25792,1.1
153065,0.15
101383,1.25
29196,4.0
125529,0.2
28290,61.9
125517,0.95
167447,0.0
66872,0.0
142874,0.0
115579,0.0
61922,3.45
70323,0.0
22847,0.0
102335,0.4
46643,0.0
62640,0.0
132079,2.6
88938,0.0
79441,1.15
83987,1.5
114153,29.35
96137,0.0
5613,0.0
5922,0.65
26147,0.0
86934,0.0
152695,0.0
69299,0.0
85009,0.0
77937,0.8
3868,0.85
83993,0.0
158852,0.0
41217,0.45
48330,1.35
5002,0.25
51392,0.1
27611,0.0
56180,0.0
101220,0.0
125289,1.5
130994,0.0
24057,0.0
104000,0.0
165320,0.0
143524,1.5
96998,0.0
25658,0.0
62074,0.0
137812,2.5
77104,0.0
95580,0.0
27363,0.0
142793,2.0
37152,2.25
74442,1.5
48215,0.05
14518,3.65
97554,0.0
109411,0.0
63359,0.5
142926,2.45
49588,0.55
29504,0.0
77353,8.0
105833,0.5
118778,0.0
47134,0.0
116955,0.0
149611,0.55
83696,0.0
25965,0.15
51345,0.55
27280,0.0
111953,2.5
98508,0.65
44245,0.2
120477,0.55
95387,0.35
93126,0.75
106427,12.5
25588,0.0
98159,0.0
5477,0.0
124597,1.6
36867,0.05
55583,0.6
145578,1.25
89782,11.8
44203,15.85
131631,0.5
14263,4.25
146374,0.15
125353,0.0
86497,0.0
102981,0.1
135735,0.0
72548,0.0
41207,0.0
23352,4.0
71232,0.45
10312,0.0
160079,0.0
55758,4.8
167292,0.0
119678,0.35
82207,0.0
139121,0.15
150226,0.35
128537,0.0
137866,9.8
24964,5.35
114701,0.0
76752,0.1
77317,0.0
88413,0.0
142413,0.15
74921,11.85
